ENDW,AACT,AREGWLD,FACRES,SCEN,Value
NatRes,MinManuf,MidIncome,pfe,BAU_aES,4.2576236725
AEZ1,Services,MidIncome,pfe,BAU_aES,-0.37128064036
AEZ2,Services,MidIncome,pfe,BAU_aES,-0.36333909631
AEZ3,Services,MidIncome,pfe,BAU_aES,-0.3810634315
AEZ4,Services,MidIncome,pfe,BAU_aES,-0.39119824767
AEZ5,Services,MidIncome,pfe,BAU_aES,-0.38674092293
AEZ6,Services,MidIncome,pfe,BAU_aES,-0.40138056874
AEZ7,Services,MidIncome,pfe,BAU_aES,-0.40035012364
AEZ8,Services,MidIncome,pfe,BAU_aES,-0.34795886278
AEZ9,Services,MidIncome,pfe,BAU_aES,-0.37381109595
AEZ10,Services,MidIncome,pfe,BAU_aES,-0.41022720933
AEZ11,Services,MidIncome,pfe,BAU_aES,-0.36262464523
AEZ12,Services,MidIncome,pfe,BAU_aES,-0.39413267374
AEZ13,Services,MidIncome,pfe,BAU_aES,-0.35493052006
AEZ14,Services,MidIncome,pfe,BAU_aES,-0.35579887033
AEZ15,Services,MidIncome,pfe,BAU_aES,-0.33705475926
AEZ16,Services,MidIncome,pfe,BAU_aES,-0.35112127662
AEZ17,Services,MidIncome,pfe,BAU_aES,-0.38526630402
AEZ18,Services,MidIncome,pfe,BAU_aES,-0.39989116788
UnSkLab,Services,MidIncome,pfe,BAU_aES,-0.68126791716
SkLab,Services,MidIncome,pfe,BAU_aES,-0.61866343021
Capital,Services,MidIncome,pfe,BAU_aES,-0.57850974798
NatRes,Services,MidIncome,pfe,BAU_aES,2.3916094303
AEZ1,AgrFishFor,LowIncome,pfe,BAU_aES,-2.9979355335
AEZ2,AgrFishFor,LowIncome,pfe,BAU_aES,-3.1083185673
AEZ3,AgrFishFor,LowIncome,pfe,BAU_aES,-3.9915690422
AEZ4,AgrFishFor,LowIncome,pfe,BAU_aES,-3.6492362022
AEZ5,AgrFishFor,LowIncome,pfe,BAU_aES,-3.0995748043
AEZ6,AgrFishFor,LowIncome,pfe,BAU_aES,-4.739812851
AEZ7,AgrFishFor,LowIncome,pfe,BAU_aES,-3.2516441345
AEZ8,AgrFishFor,LowIncome,pfe,BAU_aES,-3.5011184216
AEZ9,AgrFishFor,LowIncome,pfe,BAU_aES,-2.6191022396
AEZ10,AgrFishFor,LowIncome,pfe,BAU_aES,-1.6509680748
AEZ11,AgrFishFor,LowIncome,pfe,BAU_aES,-1.9192321301
AEZ12,AgrFishFor,LowIncome,pfe,BAU_aES,-1.4428181648
AEZ13,AgrFishFor,LowIncome,pfe,BAU_aES,-1.817002058
AEZ14,AgrFishFor,LowIncome,pfe,BAU_aES,0.87530440092
AEZ15,AgrFishFor,LowIncome,pfe,BAU_aES,0.8527187109
AEZ16,AgrFishFor,LowIncome,pfe,BAU_aES,0.32397887111
AEZ17,AgrFishFor,LowIncome,pfe,BAU_aES,-2.7736840248
AEZ18,AgrFishFor,LowIncome,pfe,BAU_aES,-2.8600380421
UnSkLab,AgrFishFor,LowIncome,pfe,BAU_aES,-0.18961879611
SkLab,AgrFishFor,LowIncome,pfe,BAU_aES,-0.18284152448
Capital,AgrFishFor,LowIncome,pfe,BAU_aES,-0.19632425904
NatRes,AgrFishFor,LowIncome,pfe,BAU_aES,8.8691711426
AEZ1,MinManuf,LowIncome,pfe,BAU_aES,-1.2260750532
AEZ2,MinManuf,LowIncome,pfe,BAU_aES,-1.2668242455
AEZ3,MinManuf,LowIncome,pfe,BAU_aES,-1.2770234346
AEZ4,MinManuf,LowIncome,pfe,BAU_aES,-1.3437736034
AEZ5,MinManuf,LowIncome,pfe,BAU_aES,-1.1879167557
AEZ6,MinManuf,LowIncome,pfe,BAU_aES,-1.2503592968
AEZ7,MinManuf,LowIncome,pfe,BAU_aES,-1.1127207279
AEZ8,MinManuf,LowIncome,pfe,BAU_aES,-1.2570195198
AEZ9,MinManuf,LowIncome,pfe,BAU_aES,-1.422822237
AEZ10,MinManuf,LowIncome,pfe,BAU_aES,-1.2476069927
AEZ11,MinManuf,LowIncome,pfe,BAU_aES,-0.95412749052
AEZ12,MinManuf,LowIncome,pfe,BAU_aES,-0.9112303853
AEZ13,MinManuf,LowIncome,pfe,BAU_aES,-1.1023995876
AEZ14,MinManuf,LowIncome,pfe,BAU_aES,-1.0844061375
AEZ15,MinManuf,LowIncome,pfe,BAU_aES,-1.0915151834
AEZ16,MinManuf,LowIncome,pfe,BAU_aES,-0.89830303192
AEZ17,MinManuf,LowIncome,pfe,BAU_aES,-1.1225426197
AEZ18,MinManuf,LowIncome,pfe,BAU_aES,-1.3118081093
UnSkLab,MinManuf,LowIncome,pfe,BAU_aES,-0.33075994253
SkLab,MinManuf,LowIncome,pfe,BAU_aES,-0.26722577214
Capital,MinManuf,LowIncome,pfe,BAU_aES,-0.27136105299
NatRes,MinManuf,LowIncome,pfe,BAU_aES,4.656273365
AEZ1,Services,LowIncome,pfe,BAU_aES,-0.61444234848
AEZ2,Services,LowIncome,pfe,BAU_aES,-0.6308439374
AEZ3,Services,LowIncome,pfe,BAU_aES,-0.63494980335
AEZ4,Services,LowIncome,pfe,BAU_aES,-0.66182714701
AEZ5,Services,LowIncome,pfe,BAU_aES,-0.59908753633
AEZ6,Services,LowIncome,pfe,BAU_aES,-0.62421625853
AEZ7,Services,LowIncome,pfe,BAU_aES,-0.56883871555
AEZ8,Services,LowIncome,pfe,BAU_aES,-0.62689697742
AEZ9,Services,LowIncome,pfe,BAU_aES,-0.69367074966
AEZ10,Services,LowIncome,pfe,BAU_aES,-0.62310856581
AEZ11,Services,LowIncome,pfe,BAU_aES,-0.50508749485
AEZ12,Services,LowIncome,pfe,BAU_aES,-0.48785442114
AEZ13,Services,LowIncome,pfe,BAU_aES,-0.5646879673
AEZ14,Services,LowIncome,pfe,BAU_aES,-0.55745238066
AEZ15,Services,LowIncome,pfe,BAU_aES,-0.56031101942
AEZ16,Services,LowIncome,pfe,BAU_aES,-0.48266166449
AEZ17,Services,LowIncome,pfe,BAU_aES,-0.57278901339
AEZ18,Services,LowIncome,pfe,BAU_aES,-0.6489546299
UnSkLab,Services,LowIncome,pfe,BAU_aES,-0.21618039906
SkLab,Services,LowIncome,pfe,BAU_aES,-0.19740599394
Capital,Services,LowIncome,pfe,BAU_aES,-0.2411699295
NatRes,Services,LowIncome,pfe,BAU_aES,2.3983132839
AEZ1,AgrFishFor,World,pfe,BAU_aES,-1.0428911448
AEZ2,AgrFishFor,World,pfe,BAU_aES,0.19064968824
AEZ3,AgrFishFor,World,pfe,BAU_aES,-1.3202546835
AEZ4,AgrFishFor,World,pfe,BAU_aES,-1.0443632603
AEZ5,AgrFishFor,World,pfe,BAU_aES,0.63716697693
AEZ6,AgrFishFor,World,pfe,BAU_aES,2.6285040379
AEZ7,AgrFishFor,World,pfe,BAU_aES,-1.5622031689
AEZ8,AgrFishFor,World,pfe,BAU_aES,-1.7883443832
AEZ9,AgrFishFor,World,pfe,BAU_aES,-2.2603311539
AEZ10,AgrFishFor,World,pfe,BAU_aES,-1.964569211
AEZ11,AgrFishFor,World,pfe,BAU_aES,-2.2262101173
AEZ12,AgrFishFor,World,pfe,BAU_aES,-3.2275481224
AEZ13,AgrFishFor,World,pfe,BAU_aES,-1.5300931931
AEZ14,AgrFishFor,World,pfe,BAU_aES,-0.71186316013
AEZ15,AgrFishFor,World,pfe,BAU_aES,-0.12977543473
AEZ16,AgrFishFor,World,pfe,BAU_aES,0.41748178005
AEZ17,AgrFishFor,World,pfe,BAU_aES,-1.8839601278
AEZ18,AgrFishFor,World,pfe,BAU_aES,-2.1481678486
UnSkLab,AgrFishFor,World,pfe,BAU_aES,-0.46160623431
SkLab,AgrFishFor,World,pfe,BAU_aES,-0.41634094715
Capital,AgrFishFor,World,pfe,BAU_aES,-0.43789449334
NatRes,AgrFishFor,World,pfe,BAU_aES,5.2708516121
AEZ1,MinManuf,World,pfe,BAU_aES,-1.0428911448
AEZ2,MinManuf,World,pfe,BAU_aES,0.19064968824
AEZ3,MinManuf,World,pfe,BAU_aES,-1.3202546835
AEZ4,MinManuf,World,pfe,BAU_aES,-1.0443632603
AEZ5,MinManuf,World,pfe,BAU_aES,0.63716697693
AEZ6,MinManuf,World,pfe,BAU_aES,2.6285040379
AEZ7,MinManuf,World,pfe,BAU_aES,-1.5622031689
AEZ8,MinManuf,World,pfe,BAU_aES,-1.7883443832
AEZ9,MinManuf,World,pfe,BAU_aES,-2.2603311539
AEZ10,MinManuf,World,pfe,BAU_aES,-1.964569211
AEZ11,MinManuf,World,pfe,BAU_aES,-2.2262101173
AEZ12,MinManuf,World,pfe,BAU_aES,-3.2275481224
AEZ13,MinManuf,World,pfe,BAU_aES,-1.5300931931
AEZ14,MinManuf,World,pfe,BAU_aES,-0.71186316013
AEZ15,MinManuf,World,pfe,BAU_aES,-0.12977543473
AEZ16,MinManuf,World,pfe,BAU_aES,0.41748178005
AEZ17,MinManuf,World,pfe,BAU_aES,-1.8839601278
AEZ18,MinManuf,World,pfe,BAU_aES,-2.1481678486
UnSkLab,MinManuf,World,pfe,BAU_aES,-0.46160623431
SkLab,MinManuf,World,pfe,BAU_aES,-0.41634094715
Capital,MinManuf,World,pfe,BAU_aES,-0.43789449334
NatRes,MinManuf,World,pfe,BAU_aES,5.2708516121
AEZ1,Services,World,pfe,BAU_aES,-1.0428911448
AEZ2,Services,World,pfe,BAU_aES,0.19064968824
AEZ3,Services,World,pfe,BAU_aES,-1.3202546835
AEZ4,Services,World,pfe,BAU_aES,-1.0443632603
AEZ5,Services,World,pfe,BAU_aES,0.63716697693
AEZ6,Services,World,pfe,BAU_aES,2.6285040379
AEZ7,Services,World,pfe,BAU_aES,-1.5622031689
AEZ8,Services,World,pfe,BAU_aES,-1.7883443832
AEZ9,Services,World,pfe,BAU_aES,-2.2603311539
AEZ10,Services,World,pfe,BAU_aES,-1.964569211
AEZ11,Services,World,pfe,BAU_aES,-2.2262101173
AEZ12,Services,World,pfe,BAU_aES,-3.2275481224
AEZ13,Services,World,pfe,BAU_aES,-1.5300931931
AEZ14,Services,World,pfe,BAU_aES,-0.71186316013
AEZ15,Services,World,pfe,BAU_aES,-0.12977543473
AEZ16,Services,World,pfe,BAU_aES,0.41748178005
AEZ17,Services,World,pfe,BAU_aES,-1.8839601278
AEZ18,Services,World,pfe,BAU_aES,-2.1481678486
UnSkLab,Services,World,pfe,BAU_aES,-0.46160623431
SkLab,Services,World,pfe,BAU_aES,-0.41634094715
Capital,Services,World,pfe,BAU_aES,-0.43789449334
NatRes,Services,World,pfe,BAU_aES,5.2708516121
AEZ1,AgrFishFor,HighIncome,qfe,BAU_aES,2.39773909561336E-0003
AEZ2,AgrFishFor,HighIncome,qfe,BAU_aES,0.031106948853
AEZ3,AgrFishFor,HighIncome,qfe,BAU_aES,-3.38071631267667E-0003
AEZ4,AgrFishFor,HighIncome,qfe,BAU_aES,-0.078605145216
AEZ5,AgrFishFor,HighIncome,qfe,BAU_aES,-0.029684372246
AEZ6,AgrFishFor,HighIncome,qfe,BAU_aES,-7.10801407694817E-0003
AEZ7,AgrFishFor,HighIncome,qfe,BAU_aES,-8.69076320668682E-0005
AEZ8,AgrFishFor,HighIncome,qfe,BAU_aES,2.25048605352640E-0003
AEZ9,AgrFishFor,HighIncome,qfe,BAU_aES,0.019507318735
AEZ10,AgrFishFor,HighIncome,qfe,BAU_aES,2.11127288639545E-0003
AEZ11,AgrFishFor,HighIncome,qfe,BAU_aES,7.75307707954198E-0004
AEZ12,AgrFishFor,HighIncome,qfe,BAU_aES,-0.012433546595
AEZ13,AgrFishFor,HighIncome,qfe,BAU_aES,7.61362072080374E-0003
AEZ14,AgrFishFor,HighIncome,qfe,BAU_aES,6.61350740119815E-0003
AEZ15,AgrFishFor,HighIncome,qfe,BAU_aES,7.82444048672915E-0003
AEZ16,AgrFishFor,HighIncome,qfe,BAU_aES,6.69455667957663E-0003
AEZ17,AgrFishFor,HighIncome,qfe,BAU_aES,7.82444048672915E-0003
AEZ18,AgrFishFor,HighIncome,qfe,BAU_aES,7.82443862408400E-0003
UnSkLab,AgrFishFor,HighIncome,qfe,BAU_aES,0.068361036479
SkLab,AgrFishFor,HighIncome,qfe,BAU_aES,0.16481712461
Capital,AgrFishFor,HighIncome,qfe,BAU_aES,0.33414447308
NatRes,AgrFishFor,HighIncome,qfe,BAU_aES,2.9374542236
AEZ1,MinManuf,HighIncome,qfe,BAU_aES,-0.36946541071
AEZ2,MinManuf,HighIncome,qfe,BAU_aES,-0.47505789995
AEZ3,MinManuf,HighIncome,qfe,BAU_aES,-0.39741593599
AEZ4,MinManuf,HighIncome,qfe,BAU_aES,-0.71664649248
AEZ5,MinManuf,HighIncome,qfe,BAU_aES,-1.2209508419
AEZ6,MinManuf,HighIncome,qfe,BAU_aES,-1.3338965178
AEZ7,MinManuf,HighIncome,qfe,BAU_aES,-0.45612680912
AEZ8,MinManuf,HighIncome,qfe,BAU_aES,-0.37530240417
AEZ9,MinManuf,HighIncome,qfe,BAU_aES,-0.38760945201
AEZ10,MinManuf,HighIncome,qfe,BAU_aES,-0.38947695494
AEZ11,MinManuf,HighIncome,qfe,BAU_aES,-0.4764303565
AEZ12,MinManuf,HighIncome,qfe,BAU_aES,-1.226321578
AEZ13,MinManuf,HighIncome,qfe,BAU_aES,-0.47510707378
AEZ14,MinManuf,HighIncome,qfe,BAU_aES,-0.47514006495
AEZ15,MinManuf,HighIncome,qfe,BAU_aES,-0.46518909931
AEZ16,MinManuf,HighIncome,qfe,BAU_aES,-0.48788630962
AEZ17,MinManuf,HighIncome,qfe,BAU_aES,-0.46518909931
AEZ18,MinManuf,HighIncome,qfe,BAU_aES,-0.46518909931
UnSkLab,MinManuf,HighIncome,qfe,BAU_aES,-0.67160654068
SkLab,MinManuf,HighIncome,qfe,BAU_aES,-0.7018789053
Capital,MinManuf,HighIncome,qfe,BAU_aES,-0.5713801384
NatRes,MinManuf,HighIncome,qfe,BAU_aES,-0.95424950123
AEZ1,Services,HighIncome,qfe,BAU_aES,-0.20689706504
AEZ2,Services,HighIncome,qfe,BAU_aES,-0.34229952097
AEZ3,Services,HighIncome,qfe,BAU_aES,-0.24274227023
AEZ4,Services,HighIncome,qfe,BAU_aES,-0.65194040537
AEZ5,Services,HighIncome,qfe,BAU_aES,-1.297618866
AEZ6,Services,HighIncome,qfe,BAU_aES,-1.4421008825
AEZ7,Services,HighIncome,qfe,BAU_aES,-0.3180269897
AEZ8,Services,HighIncome,qfe,BAU_aES,-0.21438297629
AEZ9,Services,HighIncome,qfe,BAU_aES,-0.23016636074
AEZ10,Services,HighIncome,qfe,BAU_aES,-0.23256123066
AEZ11,Services,HighIncome,qfe,BAU_aES,-0.34405949712
AEZ12,Services,HighIncome,qfe,BAU_aES,-1.3044903278
AEZ13,Services,HighIncome,qfe,BAU_aES,-0.34236261249
AEZ14,Services,HighIncome,qfe,BAU_aES,-0.34240496159
AEZ15,Services,HighIncome,qfe,BAU_aES,-0.32964667678
AEZ16,Services,HighIncome,qfe,BAU_aES,-0.35874697566
AEZ17,Services,HighIncome,qfe,BAU_aES,-0.32964661717
AEZ18,Services,HighIncome,qfe,BAU_aES,-0.32964661717
UnSkLab,Services,HighIncome,qfe,BAU_aES,0.02349021472
SkLab,Services,HighIncome,qfe,BAU_aES,0.071613661945
Capital,Services,HighIncome,qfe,BAU_aES,0.10651353747
NatRes,Services,HighIncome,qfe,BAU_aES,-5.7092442513
AEZ1,AgrFishFor,MidIncome,qfe,BAU_aES,2.26405146531761E-0003
AEZ2,AgrFishFor,MidIncome,qfe,BAU_aES,-0.0106498776
AEZ3,AgrFishFor,MidIncome,qfe,BAU_aES,-0.021591119468
AEZ4,AgrFishFor,MidIncome,qfe,BAU_aES,-0.030869670212
AEZ5,AgrFishFor,MidIncome,qfe,BAU_aES,-0.037273447961
AEZ6,AgrFishFor,MidIncome,qfe,BAU_aES,0.20466427505
AEZ7,AgrFishFor,MidIncome,qfe,BAU_aES,1.75746635068208E-0003
AEZ8,AgrFishFor,MidIncome,qfe,BAU_aES,-2.79874517582357E-0003
AEZ9,AgrFishFor,MidIncome,qfe,BAU_aES,-5.14797074720263E-0003
AEZ10,AgrFishFor,MidIncome,qfe,BAU_aES,3.06944665499032E-0003
AEZ11,AgrFishFor,MidIncome,qfe,BAU_aES,0.013926401734
AEZ12,AgrFishFor,MidIncome,qfe,BAU_aES,-3.96600505337119E-0003
AEZ13,AgrFishFor,MidIncome,qfe,BAU_aES,0.015964614227
AEZ14,AgrFishFor,MidIncome,qfe,BAU_aES,0.023329593241
AEZ15,AgrFishFor,MidIncome,qfe,BAU_aES,0.018236383796
AEZ16,AgrFishFor,MidIncome,qfe,BAU_aES,7.62846379075199E-0004
AEZ17,AgrFishFor,MidIncome,qfe,BAU_aES,6.98829488828778E-0003
AEZ18,AgrFishFor,MidIncome,qfe,BAU_aES,0.017569839954
UnSkLab,AgrFishFor,MidIncome,qfe,BAU_aES,0.4137044251
SkLab,AgrFishFor,MidIncome,qfe,BAU_aES,0.31276857853
Capital,AgrFishFor,MidIncome,qfe,BAU_aES,0.095660865307
NatRes,AgrFishFor,MidIncome,qfe,BAU_aES,4.5203080177
AEZ1,MinManuf,MidIncome,qfe,BAU_aES,0.088763803244
AEZ2,MinManuf,MidIncome,qfe,BAU_aES,0.080228075385
AEZ3,MinManuf,MidIncome,qfe,BAU_aES,0.099280506372
AEZ4,MinManuf,MidIncome,qfe,BAU_aES,0.11017775536
AEZ5,MinManuf,MidIncome,qfe,BAU_aES,0.10538483411
AEZ6,MinManuf,MidIncome,qfe,BAU_aES,0.121128425
AEZ7,MinManuf,MidIncome,qfe,BAU_aES,0.12002018094
AEZ8,MinManuf,MidIncome,qfe,BAU_aES,0.063701063395
AEZ9,MinManuf,MidIncome,qfe,BAU_aES,0.091483853757
AEZ10,MinManuf,MidIncome,qfe,BAU_aES,0.13064464927
AEZ11,MinManuf,MidIncome,qfe,BAU_aES,0.079460278153
AEZ12,MinManuf,MidIncome,qfe,BAU_aES,0.11333345622
AEZ13,MinManuf,MidIncome,qfe,BAU_aES,0.071191929281
AEZ14,MinManuf,MidIncome,qfe,BAU_aES,0.072124943137
AEZ15,MinManuf,MidIncome,qfe,BAU_aES,0.051987238228
AEZ16,MinManuf,MidIncome,qfe,BAU_aES,0.067098863423
AEZ17,MinManuf,MidIncome,qfe,BAU_aES,0.1037992835
AEZ18,MinManuf,MidIncome,qfe,BAU_aES,0.11952665448
UnSkLab,MinManuf,MidIncome,qfe,BAU_aES,0.038926184177
SkLab,MinManuf,MidIncome,qfe,BAU_aES,-0.13238471746
Capital,MinManuf,MidIncome,qfe,BAU_aES,-0.010827030987
NatRes,MinManuf,MidIncome,qfe,BAU_aES,-0.64001530409
AEZ1,Services,MidIncome,qfe,BAU_aES,0.13824084401
AEZ2,Services,MidIncome,qfe,BAU_aES,0.12730632722
AEZ3,Services,MidIncome,qfe,BAU_aES,0.15171343088
AEZ4,Services,MidIncome,qfe,BAU_aES,0.16567395627
AEZ5,Services,MidIncome,qfe,BAU_aES,0.15953369439
AEZ6,Services,MidIncome,qfe,BAU_aES,0.17970336974
AEZ7,Services,MidIncome,qfe,BAU_aES,0.17828351259
AEZ8,Services,MidIncome,qfe,BAU_aES,0.1061353907
AEZ9,Services,MidIncome,qfe,BAU_aES,0.14172536135
AEZ10,Services,MidIncome,qfe,BAU_aES,0.19189536572
AEZ11,Services,MidIncome,qfe,BAU_aES,0.12632274628
AEZ12,Services,MidIncome,qfe,BAU_aES,0.16971680522
AEZ13,Services,MidIncome,qfe,BAU_aES,0.11573096365
AEZ14,Services,MidIncome,qfe,BAU_aES,0.11692615598
AEZ15,Services,MidIncome,qfe,BAU_aES,0.091130718589
AEZ16,Services,MidIncome,qfe,BAU_aES,0.11048787087
AEZ17,Services,MidIncome,qfe,BAU_aES,0.1575024277
AEZ18,Services,MidIncome,qfe,BAU_aES,0.17765118182
UnSkLab,Services,MidIncome,qfe,BAU_aES,-0.029782921076
SkLab,Services,MidIncome,qfe,BAU_aES,-0.018229853362
Capital,Services,MidIncome,qfe,BAU_aES,-2.55559454672039E-0003
NatRes,Services,MidIncome,qfe,BAU_aES,-3.545031786
AEZ1,AgrFishFor,LowIncome,qfe,BAU_aES,-0.039250336587
AEZ2,AgrFishFor,LowIncome,qfe,BAU_aES,-0.034885674715
AEZ3,AgrFishFor,LowIncome,qfe,BAU_aES,-0.035762984306
AEZ4,AgrFishFor,LowIncome,qfe,BAU_aES,-0.021753972396
AEZ5,AgrFishFor,LowIncome,qfe,BAU_aES,-0.023598385975
AEZ6,AgrFishFor,LowIncome,qfe,BAU_aES,-0.01843977347
AEZ7,AgrFishFor,LowIncome,qfe,BAU_aES,-0.03386143595
AEZ8,AgrFishFor,LowIncome,qfe,BAU_aES,-0.038660097867
AEZ9,AgrFishFor,LowIncome,qfe,BAU_aES,0.019984891638
AEZ10,AgrFishFor,LowIncome,qfe,BAU_aES,0.050602842122
AEZ11,AgrFishFor,LowIncome,qfe,BAU_aES,0.024724232033
AEZ12,AgrFishFor,LowIncome,qfe,BAU_aES,0.068801760674
AEZ13,AgrFishFor,LowIncome,qfe,BAU_aES,-0.031335458159
AEZ14,AgrFishFor,LowIncome,qfe,BAU_aES,0.28511944413
AEZ15,AgrFishFor,LowIncome,qfe,BAU_aES,0.24005796015
AEZ16,AgrFishFor,LowIncome,qfe,BAU_aES,0.35094976425
AEZ17,AgrFishFor,LowIncome,qfe,BAU_aES,-0.043339811265
AEZ18,AgrFishFor,LowIncome,qfe,BAU_aES,0.087440527976
UnSkLab,AgrFishFor,LowIncome,qfe,BAU_aES,0.065632402897
SkLab,AgrFishFor,LowIncome,qfe,BAU_aES,0.018786253408
Capital,AgrFishFor,LowIncome,qfe,BAU_aES,0.088022105396
NatRes,AgrFishFor,LowIncome,qfe,BAU_aES,2.0001935959
AEZ1,MinManuf,LowIncome,qfe,BAU_aES,0.37726384401
AEZ2,MinManuf,LowIncome,qfe,BAU_aES,0.39499130845
AEZ3,MinManuf,LowIncome,qfe,BAU_aES,0.39942970872
AEZ4,MinManuf,LowIncome,qfe,BAU_aES,0.42849501967
AEZ5,MinManuf,LowIncome,qfe,BAU_aES,0.36067345738
AEZ6,MinManuf,LowIncome,qfe,BAU_aES,0.38782697916
AEZ7,MinManuf,LowIncome,qfe,BAU_aES,0.32800608873
AEZ8,MinManuf,LowIncome,qfe,BAU_aES,0.39072471857
AEZ9,MinManuf,LowIncome,qfe,BAU_aES,0.46295186877
AEZ10,MinManuf,LowIncome,qfe,BAU_aES,0.38662973046
AEZ11,MinManuf,LowIncome,qfe,BAU_aES,0.25922492146
AEZ12,MinManuf,LowIncome,qfe,BAU_aES,0.24064765871
AEZ13,MinManuf,LowIncome,qfe,BAU_aES,0.32352501154
AEZ14,MinManuf,LowIncome,qfe,BAU_aES,0.3157145977
AEZ15,MinManuf,LowIncome,qfe,BAU_aES,0.31880021095
AEZ16,MinManuf,LowIncome,qfe,BAU_aES,0.23505148292
AEZ17,MinManuf,LowIncome,qfe,BAU_aES,0.33227106929
AEZ18,MinManuf,LowIncome,qfe,BAU_aES,0.41457262635
UnSkLab,MinManuf,LowIncome,qfe,BAU_aES,-9.92380641400814E-0003
SkLab,MinManuf,LowIncome,qfe,BAU_aES,3.77250718884170E-0003
Capital,MinManuf,LowIncome,qfe,BAU_aES,0.13544364274
NatRes,MinManuf,LowIncome,qfe,BAU_aES,-0.12284491211
AEZ1,Services,LowIncome,qfe,BAU_aES,0.50126922131
AEZ2,Services,LowIncome,qfe,BAU_aES,0.52399623394
AEZ3,Services,LowIncome,qfe,BAU_aES,0.52968668938
AEZ4,Services,LowIncome,qfe,BAU_aES,0.56695204973
AEZ5,Services,LowIncome,qfe,BAU_aES,0.48000085354
AEZ6,Services,LowIncome,qfe,BAU_aES,0.51481151581
AEZ7,Services,LowIncome,qfe,BAU_aES,0.43812531233
AEZ8,Services,LowIncome,qfe,BAU_aES,0.5185264945
AEZ9,Services,LowIncome,qfe,BAU_aES,0.61113417149
AEZ10,Services,LowIncome,qfe,BAU_aES,0.51327651739
AEZ11,Services,LowIncome,qfe,BAU_aES,0.34996861219
AEZ12,Services,LowIncome,qfe,BAU_aES,0.32616123557
AEZ13,Services,LowIncome,qfe,BAU_aES,0.43238148093
AEZ14,Services,LowIncome,qfe,BAU_aES,0.42237016559
AEZ15,Services,LowIncome,qfe,BAU_aES,0.42632523179
AEZ16,Services,LowIncome,qfe,BAU_aES,0.31898960471
AEZ17,Services,LowIncome,qfe,BAU_aES,0.44359236956
AEZ18,Services,LowIncome,qfe,BAU_aES,0.54910153151
UnSkLab,Services,LowIncome,qfe,BAU_aES,5.82807915634476E-0005
SkLab,Services,LowIncome,qfe,BAU_aES,-1.04418746195734E-0003
Capital,Services,LowIncome,qfe,BAU_aES,-0.026195013896
NatRes,Services,LowIncome,qfe,BAU_aES,-3.5275530815
AEZ1,AgrFishFor,World,qfe,BAU_aES,-1.10228150151670E-0003
AEZ2,AgrFishFor,World,qfe,BAU_aES,-6.07988378033042E-0003
AEZ3,AgrFishFor,World,qfe,BAU_aES,-0.019516464323
AEZ4,AgrFishFor,World,qfe,BAU_aES,-0.040780443698
AEZ5,AgrFishFor,World,qfe,BAU_aES,-0.03630534187
AEZ6,AgrFishFor,World,qfe,BAU_aES,0.18668204546
AEZ7,AgrFishFor,World,qfe,BAU_aES,-3.34101496264338E-0003
AEZ8,AgrFishFor,World,qfe,BAU_aES,-0.016297796741
AEZ9,AgrFishFor,World,qfe,BAU_aES,-0.010093962774
AEZ10,AgrFishFor,World,qfe,BAU_aES,-8.48053209483624E-0003
AEZ11,AgrFishFor,World,qfe,BAU_aES,-3.86901618912816E-0003
AEZ12,AgrFishFor,World,qfe,BAU_aES,-4.39139222726226E-0003
AEZ13,AgrFishFor,World,qfe,BAU_aES,-7.01414246577769E-0005
AEZ14,AgrFishFor,World,qfe,BAU_aES,-1.18547957390547E-0003
AEZ15,AgrFishFor,World,qfe,BAU_aES,-4.83869109302759E-0003
AEZ16,AgrFishFor,World,qfe,BAU_aES,-8.86291581991827E-0006
AEZ17,AgrFishFor,World,qfe,BAU_aES,-3.79479985213038E-0008
AEZ18,AgrFishFor,World,qfe,BAU_aES,-9.76265596364101E-0007
AEZ1,MinManuf,World,qfe,BAU_aES,-1.10228150151670E-0003
AEZ2,MinManuf,World,qfe,BAU_aES,-6.07988378033042E-0003
AEZ3,MinManuf,World,qfe,BAU_aES,-0.019516464323
AEZ4,MinManuf,World,qfe,BAU_aES,-0.040780443698
AEZ5,MinManuf,World,qfe,BAU_aES,-0.03630534187
AEZ6,MinManuf,World,qfe,BAU_aES,0.18668204546
AEZ7,MinManuf,World,qfe,BAU_aES,-3.34101496264338E-0003
AEZ8,MinManuf,World,qfe,BAU_aES,-0.016297796741
AEZ9,MinManuf,World,qfe,BAU_aES,-0.010093962774
AEZ10,MinManuf,World,qfe,BAU_aES,-8.48053209483624E-0003
AEZ11,MinManuf,World,qfe,BAU_aES,-3.86901618912816E-0003
AEZ12,MinManuf,World,qfe,BAU_aES,-4.39139222726226E-0003
AEZ13,MinManuf,World,qfe,BAU_aES,-7.01414246577769E-0005
AEZ14,MinManuf,World,qfe,BAU_aES,-1.18547957390547E-0003
AEZ15,MinManuf,World,qfe,BAU_aES,-4.83869109302759E-0003
AEZ16,MinManuf,World,qfe,BAU_aES,-8.86291581991827E-0006
AEZ17,MinManuf,World,qfe,BAU_aES,-3.79479985213038E-0008
AEZ18,MinManuf,World,qfe,BAU_aES,-9.76265596364101E-0007
AEZ1,Services,World,qfe,BAU_aES,-1.10228150151670E-0003
AEZ2,Services,World,qfe,BAU_aES,-6.07988378033042E-0003
