ENDW,AACT,AREGWLD,FACRES,SCEN,Value
SkLab,MinManuf,LowIncome,qfe,BAU,-3.2572097778
Capital,MinManuf,LowIncome,qfe,BAU,10.029557228
NatRes,MinManuf,LowIncome,qfe,BAU,0.18318673968
AEZ1,Services,LowIncome,qfe,BAU,-2.4752600193
AEZ2,Services,LowIncome,qfe,BAU,-2.5151314735
AEZ3,Services,LowIncome,qfe,BAU,-2.4722778797
AEZ4,Services,LowIncome,qfe,BAU,-2.8548710346
AEZ5,Services,LowIncome,qfe,BAU,-3.1670672894
AEZ6,Services,LowIncome,qfe,BAU,-3.5537660122
AEZ7,Services,LowIncome,qfe,BAU,-2.3533263206
AEZ8,Services,LowIncome,qfe,BAU,-3.2118177414
AEZ9,Services,LowIncome,qfe,BAU,-3.7539908886
AEZ10,Services,LowIncome,qfe,BAU,-3.7380523682
AEZ11,Services,LowIncome,qfe,BAU,-4.4151082039
AEZ12,Services,LowIncome,qfe,BAU,-4.1666221619
AEZ13,Services,LowIncome,qfe,BAU,-2.925129652
AEZ14,Services,LowIncome,qfe,BAU,-3.7021620274
AEZ15,Services,LowIncome,qfe,BAU,-3.8116519451
AEZ16,Services,LowIncome,qfe,BAU,-3.1835474968
AEZ17,Services,LowIncome,qfe,BAU,-3.418153286
AEZ18,Services,LowIncome,qfe,BAU,-3.1202344894
UnSkLab,Services,LowIncome,qfe,BAU,2.0739011765
SkLab,Services,LowIncome,qfe,BAU,2.7078733444
Capital,Services,LowIncome,qfe,BAU,17.397537231
NatRes,Services,LowIncome,qfe,BAU,-32.109817505
AEZ1,AgrFishFor,World,qfe,BAU,0.087077818811
AEZ2,AgrFishFor,World,qfe,BAU,2.1009294987
AEZ3,AgrFishFor,World,qfe,BAU,1.5211416483
AEZ4,AgrFishFor,World,qfe,BAU,2.6535081863
AEZ5,AgrFishFor,World,qfe,BAU,2.1509871483
AEZ6,AgrFishFor,World,qfe,BAU,4.18689394
AEZ7,AgrFishFor,World,qfe,BAU,0.15451093018
AEZ8,AgrFishFor,World,qfe,BAU,0.33361953497
AEZ9,AgrFishFor,World,qfe,BAU,0.18280445039
AEZ10,AgrFishFor,World,qfe,BAU,0.16605468094
AEZ11,AgrFishFor,World,qfe,BAU,0.11067486554
AEZ12,AgrFishFor,World,qfe,BAU,0.067017450929
AEZ13,AgrFishFor,World,qfe,BAU,2.00871168635786E-0003
AEZ14,AgrFishFor,World,qfe,BAU,0.024494819343
AEZ15,AgrFishFor,World,qfe,BAU,0.092988431454
AEZ16,AgrFishFor,World,qfe,BAU,2.29141718591563E-0004
AEZ17,AgrFishFor,World,qfe,BAU,1.13729111035354E-0005
AEZ18,AgrFishFor,World,qfe,BAU,1.06940133264288E-0005
UnSkLab,AgrFishFor,World,qfe,BAU,2.7076897621
SkLab,AgrFishFor,World,qfe,BAU,5.0908107758
Capital,AgrFishFor,World,qfe,BAU,26.42398262
AEZ1,MinManuf,World,qfe,BAU,0.087077818811
AEZ2,MinManuf,World,qfe,BAU,2.1009294987
AEZ3,MinManuf,World,qfe,BAU,1.5211416483
AEZ4,MinManuf,World,qfe,BAU,2.6535081863
AEZ5,MinManuf,World,qfe,BAU,2.1509871483
AEZ6,MinManuf,World,qfe,BAU,4.18689394
AEZ7,MinManuf,World,qfe,BAU,0.15451093018
AEZ8,MinManuf,World,qfe,BAU,0.33361953497
AEZ9,MinManuf,World,qfe,BAU,0.18280445039
AEZ10,MinManuf,World,qfe,BAU,0.16605468094
AEZ11,MinManuf,World,qfe,BAU,0.11067486554
AEZ12,MinManuf,World,qfe,BAU,0.067017450929
AEZ13,MinManuf,World,qfe,BAU,2.00871168635786E-0003
AEZ14,MinManuf,World,qfe,BAU,0.024494819343
AEZ15,MinManuf,World,qfe,BAU,0.092988431454
AEZ16,MinManuf,World,qfe,BAU,2.29141718591563E-0004
AEZ17,MinManuf,World,qfe,BAU,1.13729111035354E-0005
AEZ18,MinManuf,World,qfe,BAU,1.06940133264288E-0005
UnSkLab,MinManuf,World,qfe,BAU,2.7076897621
SkLab,MinManuf,World,qfe,BAU,5.0908107758
Capital,MinManuf,World,qfe,BAU,26.42398262
AEZ1,Services,World,qfe,BAU,0.087077818811
AEZ2,Services,World,qfe,BAU,2.1009294987
AEZ3,Services,World,qfe,BAU,1.5211416483
AEZ4,Services,World,qfe,BAU,2.6535081863
AEZ5,Services,World,qfe,BAU,2.1509871483
AEZ6,Services,World,qfe,BAU,4.18689394
AEZ7,Services,World,qfe,BAU,0.15451093018
AEZ8,Services,World,qfe,BAU,0.33361953497
AEZ9,Services,World,qfe,BAU,0.18280445039
AEZ10,Services,World,qfe,BAU,0.16605468094
AEZ11,Services,World,qfe,BAU,0.11067486554
AEZ12,Services,World,qfe,BAU,0.067017450929
AEZ13,Services,World,qfe,BAU,2.00871168635786E-0003
AEZ14,Services,World,qfe,BAU,0.024494819343
AEZ15,Services,World,qfe,BAU,0.092988431454
AEZ16,Services,World,qfe,BAU,2.29141718591563E-0004
AEZ17,Services,World,qfe,BAU,1.13729111035354E-0005
AEZ18,Services,World,qfe,BAU,1.06940133264288E-0005
UnSkLab,Services,World,qfe,BAU,2.7076897621
SkLab,Services,World,qfe,BAU,5.0908107758
Capital,Services,World,qfe,BAU,26.42398262
AEZ1,AgrFishFor,HighIncome,pfe,BAU_noES,150.13175964
AEZ2,AgrFishFor,HighIncome,pfe,BAU_noES,161.37644958
AEZ3,AgrFishFor,HighIncome,pfe,BAU_noES,158.33712769
AEZ4,AgrFishFor,HighIncome,pfe,BAU_noES,80.537124634
AEZ5,AgrFishFor,HighIncome,pfe,BAU_noES,104.28432465
AEZ6,AgrFishFor,HighIncome,pfe,BAU_noES,105.98946381
AEZ7,AgrFishFor,HighIncome,pfe,BAU_noES,81.174377441
AEZ8,AgrFishFor,HighIncome,pfe,BAU_noES,90.140258789
AEZ9,AgrFishFor,HighIncome,pfe,BAU_noES,113.25456238
AEZ10,AgrFishFor,HighIncome,pfe,BAU_noES,118.3782196
AEZ11,AgrFishFor,HighIncome,pfe,BAU_noES,105.67594147
AEZ12,AgrFishFor,HighIncome,pfe,BAU_noES,110.36284637
AEZ13,AgrFishFor,HighIncome,pfe,BAU_noES,123.88056183
AEZ14,AgrFishFor,HighIncome,pfe,BAU_noES,123.54806519
AEZ15,AgrFishFor,HighIncome,pfe,BAU_noES,127.58604431
AEZ16,AgrFishFor,HighIncome,pfe,BAU_noES,125.53821564
AEZ17,AgrFishFor,HighIncome,pfe,BAU_noES,127.58604431
AEZ18,AgrFishFor,HighIncome,pfe,BAU_noES,127.58604431
UnSkLab,AgrFishFor,HighIncome,pfe,BAU_noES,-2.4987976551
SkLab,AgrFishFor,HighIncome,pfe,BAU_noES,1.9505836964
Capital,AgrFishFor,HighIncome,pfe,BAU_noES,-17.98944664
NatRes,AgrFishFor,HighIncome,pfe,BAU_noES,257.92782593
AEZ1,MinManuf,HighIncome,pfe,BAU_noES,62.726032257
AEZ2,MinManuf,HighIncome,pfe,BAU_noES,71.995689392
AEZ3,MinManuf,HighIncome,pfe,BAU_noES,70.357818604
AEZ4,MinManuf,HighIncome,pfe,BAU_noES,68.262756348
AEZ5,MinManuf,HighIncome,pfe,BAU_noES,71.340194702
AEZ6,MinManuf,HighIncome,pfe,BAU_noES,73.60622406
AEZ7,MinManuf,HighIncome,pfe,BAU_noES,65.110557556
AEZ8,MinManuf,HighIncome,pfe,BAU_noES,65.618728638
AEZ9,MinManuf,HighIncome,pfe,BAU_noES,75.617546082
AEZ10,MinManuf,HighIncome,pfe,BAU_noES,71.748008728
AEZ11,MinManuf,HighIncome,pfe,BAU_noES,71.601539612
AEZ12,MinManuf,HighIncome,pfe,BAU_noES,73.670158386
AEZ13,MinManuf,HighIncome,pfe,BAU_noES,64.365585327
AEZ14,MinManuf,HighIncome,pfe,BAU_noES,64.363555908
AEZ15,MinManuf,HighIncome,pfe,BAU_noES,63.537944794
AEZ16,MinManuf,HighIncome,pfe,BAU_noES,64.339851379
AEZ17,MinManuf,HighIncome,pfe,BAU_noES,63.537944794
AEZ18,MinManuf,HighIncome,pfe,BAU_noES,63.537944794
UnSkLab,MinManuf,HighIncome,pfe,BAU_noES,-4.869615078
SkLab,MinManuf,HighIncome,pfe,BAU_noES,-11.322189331
Capital,MinManuf,HighIncome,pfe,BAU_noES,-26.357059479
NatRes,MinManuf,HighIncome,pfe,BAU_noES,239.45944214
AEZ1,Services,HighIncome,pfe,BAU_noES,14.827068329
AEZ2,Services,HighIncome,pfe,BAU_noES,17.401012421
AEZ3,Services,HighIncome,pfe,BAU_noES,16.952566147
AEZ4,Services,HighIncome,pfe,BAU_noES,16.375154495
AEZ5,Services,HighIncome,pfe,BAU_noES,17.221845627
AEZ6,Services,HighIncome,pfe,BAU_noES,17.839019775
AEZ7,Services,HighIncome,pfe,BAU_noES,15.497291565
AEZ8,Services,HighIncome,pfe,BAU_noES,15.639573097
AEZ9,Services,HighIncome,pfe,BAU_noES,18.383657455
AEZ10,Services,HighIncome,pfe,BAU_noES,17.333356857
AEZ11,Services,HighIncome,pfe,BAU_noES,17.293319702
AEZ12,Services,HighIncome,pfe,BAU_noES,17.85682869
AEZ13,Services,HighIncome,pfe,BAU_noES,15.288440704
AEZ14,Services,HighIncome,pfe,BAU_noES,15.287873268
AEZ15,Services,HighIncome,pfe,BAU_noES,15.055792809
AEZ16,Services,HighIncome,pfe,BAU_noES,15.282254219
AEZ17,Services,HighIncome,pfe,BAU_noES,15.055792809
AEZ18,Services,HighIncome,pfe,BAU_noES,15.055792809
UnSkLab,Services,HighIncome,pfe,BAU_noES,-5.936062336
SkLab,Services,HighIncome,pfe,BAU_noES,-9.7693796158
Capital,Services,HighIncome,pfe,BAU_noES,-25.242137909
NatRes,Services,HighIncome,pfe,BAU_noES,85.135040283
AEZ1,AgrFishFor,MidIncome,pfe,BAU_noES,86.504653931
AEZ2,AgrFishFor,MidIncome,pfe,BAU_noES,111.20212555
AEZ3,AgrFishFor,MidIncome,pfe,BAU_noES,76.134613037
AEZ4,AgrFishFor,MidIncome,pfe,BAU_noES,98.169197083
AEZ5,AgrFishFor,MidIncome,pfe,BAU_noES,112.07696533
AEZ6,AgrFishFor,MidIncome,pfe,BAU_noES,82.675369263
AEZ7,AgrFishFor,MidIncome,pfe,BAU_noES,78.277046204
AEZ8,AgrFishFor,MidIncome,pfe,BAU_noES,62.997489929
AEZ9,AgrFishFor,MidIncome,pfe,BAU_noES,57.528339386
AEZ10,AgrFishFor,MidIncome,pfe,BAU_noES,59.193309784
AEZ11,AgrFishFor,MidIncome,pfe,BAU_noES,55.005149841
AEZ12,AgrFishFor,MidIncome,pfe,BAU_noES,49.386352539
AEZ13,AgrFishFor,MidIncome,pfe,BAU_noES,66.778137207
AEZ14,AgrFishFor,MidIncome,pfe,BAU_noES,51.894035339
AEZ15,AgrFishFor,MidIncome,pfe,BAU_noES,61.635978699
AEZ16,AgrFishFor,MidIncome,pfe,BAU_noES,84.873138428
AEZ17,AgrFishFor,MidIncome,pfe,BAU_noES,54.433853149
AEZ18,AgrFishFor,MidIncome,pfe,BAU_noES,51.147296906
UnSkLab,AgrFishFor,MidIncome,pfe,BAU_noES,12.38354969
SkLab,AgrFishFor,MidIncome,pfe,BAU_noES,-1.7635939121
Capital,AgrFishFor,MidIncome,pfe,BAU_noES,-21.675888062
NatRes,AgrFishFor,MidIncome,pfe,BAU_noES,255.69200134
AEZ1,MinManuf,MidIncome,pfe,BAU_noES,53.129558563
AEZ2,MinManuf,MidIncome,pfe,BAU_noES,53.399600983
AEZ3,MinManuf,MidIncome,pfe,BAU_noES,53.518638611
AEZ4,MinManuf,MidIncome,pfe,BAU_noES,53.975242615
AEZ5,MinManuf,MidIncome,pfe,BAU_noES,54.078845978
AEZ6,MinManuf,MidIncome,pfe,BAU_noES,54.368286133
AEZ7,MinManuf,MidIncome,pfe,BAU_noES,54.856906891
AEZ8,MinManuf,MidIncome,pfe,BAU_noES,54.96654892
AEZ9,MinManuf,MidIncome,pfe,BAU_noES,55.598564148
AEZ10,MinManuf,MidIncome,pfe,BAU_noES,56.025558472
AEZ11,MinManuf,MidIncome,pfe,BAU_noES,57.503181458
AEZ12,MinManuf,MidIncome,pfe,BAU_noES,54.923976898
AEZ13,MinManuf,MidIncome,pfe,BAU_noES,55.965835571
AEZ14,MinManuf,MidIncome,pfe,BAU_noES,55.632678986
AEZ15,MinManuf,MidIncome,pfe,BAU_noES,55.878826141
AEZ16,MinManuf,MidIncome,pfe,BAU_noES,53.835033417
AEZ17,MinManuf,MidIncome,pfe,BAU_noES,53.350311279
AEZ18,MinManuf,MidIncome,pfe,BAU_noES,52.373908997
UnSkLab,MinManuf,MidIncome,pfe,BAU_noES,11.551474571
SkLab,MinManuf,MidIncome,pfe,BAU_noES,-0.56218457222
Capital,MinManuf,MidIncome,pfe,BAU_noES,-23.505847931
NatRes,MinManuf,MidIncome,pfe,BAU_noES,211.52348328
AEZ1,Services,MidIncome,pfe,BAU_noES,15.373727798
AEZ2,Services,MidIncome,pfe,BAU_noES,15.455066681
AEZ3,Services,MidIncome,pfe,BAU_noES,15.490893364
AEZ4,Services,MidIncome,pfe,BAU_noES,15.628153801
AEZ5,Services,MidIncome,pfe,BAU_noES,15.659274101
AEZ6,Services,MidIncome,pfe,BAU_noES,15.746123314
AEZ7,Services,MidIncome,pfe,BAU_noES,15.892520905
AEZ8,Services,MidIncome,pfe,BAU_noES,15.92533493
AEZ9,Services,MidIncome,pfe,BAU_noES,16.114210129
AEZ10,Services,MidIncome,pfe,BAU_noES,16.241550446
AEZ11,Services,MidIncome,pfe,BAU_noES,16.680612564
AEZ12,Services,MidIncome,pfe,BAU_noES,15.912602425
AEZ13,Services,MidIncome,pfe,BAU_noES,16.223747253
AEZ14,Services,MidIncome,pfe,BAU_noES,16.124387741
AEZ15,Services,MidIncome,pfe,BAU_noES,16.197811127
AEZ16,Services,MidIncome,pfe,BAU_noES,15.586030006
AEZ17,Services,MidIncome,pfe,BAU_noES,15.44022274
AEZ18,Services,MidIncome,pfe,BAU_noES,15.145669937
UnSkLab,Services,MidIncome,pfe,BAU_noES,6.3238453865
SkLab,Services,MidIncome,pfe,BAU_noES,-0.89835858345
Capital,Services,MidIncome,pfe,BAU_noES,-21.698379517
NatRes,Services,MidIncome,pfe,BAU_noES,76.348747253
AEZ1,AgrFishFor,LowIncome,pfe,BAU_noES,36.231414795
AEZ2,AgrFishFor,LowIncome,pfe,BAU_noES,36.198261261
AEZ3,AgrFishFor,LowIncome,pfe,BAU_noES,24.294160843
AEZ4,AgrFishFor,LowIncome,pfe,BAU_noES,35.039905548
AEZ5,AgrFishFor,LowIncome,pfe,BAU_noES,41.405387878
AEZ6,AgrFishFor,LowIncome,pfe,BAU_noES,19.506921768
AEZ7,AgrFishFor,LowIncome,pfe,BAU_noES,28.949140549
AEZ8,AgrFishFor,LowIncome,pfe,BAU_noES,33.308574677
AEZ9,AgrFishFor,LowIncome,pfe,BAU_noES,44.467468262
AEZ10,AgrFishFor,LowIncome,pfe,BAU_noES,45.085700989
AEZ11,AgrFishFor,LowIncome,pfe,BAU_noES,50.123298645
AEZ12,AgrFishFor,LowIncome,pfe,BAU_noES,46.535964966
AEZ13,AgrFishFor,LowIncome,pfe,BAU_noES,42.247013092
AEZ14,AgrFishFor,LowIncome,pfe,BAU_noES,35.924480438
AEZ15,AgrFishFor,LowIncome,pfe,BAU_noES,37.763080597
AEZ16,AgrFishFor,LowIncome,pfe,BAU_noES,38.534976959
AEZ17,AgrFishFor,LowIncome,pfe,BAU_noES,43.523410797
AEZ18,AgrFishFor,LowIncome,pfe,BAU_noES,42.683887482
UnSkLab,AgrFishFor,LowIncome,pfe,BAU_noES,3.3945639133
SkLab,AgrFishFor,LowIncome,pfe,BAU_noES,1.1243948936
Capital,AgrFishFor,LowIncome,pfe,BAU_noES,-10.166081429
NatRes,AgrFishFor,LowIncome,pfe,BAU_noES,230.395401
AEZ1,MinManuf,LowIncome,pfe,BAU_noES,55.026363373
AEZ2,MinManuf,LowIncome,pfe,BAU_noES,55.164615631
AEZ3,MinManuf,LowIncome,pfe,BAU_noES,54.641700745
AEZ4,MinManuf,LowIncome,pfe,BAU_noES,56.071327209
AEZ5,MinManuf,LowIncome,pfe,BAU_noES,57.578540802
AEZ6,MinManuf,LowIncome,pfe,BAU_noES,57.204437256
AEZ7,MinManuf,LowIncome,pfe,BAU_noES,54.639705658
AEZ8,MinManuf,LowIncome,pfe,BAU_noES,57.347011566
AEZ9,MinManuf,LowIncome,pfe,BAU_noES,59.319499969
AEZ10,MinManuf,LowIncome,pfe,BAU_noES,59.997303009
AEZ11,MinManuf,LowIncome,pfe,BAU_noES,62.391586304
AEZ12,MinManuf,LowIncome,pfe,BAU_noES,61.215385437
AEZ13,MinManuf,LowIncome,pfe,BAU_noES,58.250701904
AEZ14,MinManuf,LowIncome,pfe,BAU_noES,60.429016113
AEZ15,MinManuf,LowIncome,pfe,BAU_noES,60.750205994
AEZ16,MinManuf,LowIncome,pfe,BAU_noES,60.761142731
AEZ17,MinManuf,LowIncome,pfe,BAU_noES,58.519317627
AEZ18,MinManuf,LowIncome,pfe,BAU_noES,56.845504761
UnSkLab,MinManuf,LowIncome,pfe,BAU_noES,2.2647554874
SkLab,MinManuf,LowIncome,pfe,BAU_noES,1.2386028767
Capital,MinManuf,LowIncome,pfe,BAU_noES,-11.494605064
NatRes,MinManuf,LowIncome,pfe,BAU_noES,225.65922546
AEZ1,Services,LowIncome,pfe,BAU_noES,9.6028003693
AEZ2,Services,LowIncome,pfe,BAU_noES,9.6418886185
AEZ3,Services,LowIncome,pfe,BAU_noES,9.4957637787
AEZ4,Services,LowIncome,pfe,BAU_noES,9.8977155685
AEZ5,Services,LowIncome,pfe,BAU_noES,10.321127892
AEZ6,Services,LowIncome,pfe,BAU_noES,10.216345787
AEZ7,Services,LowIncome,pfe,BAU_noES,9.4935007095
AEZ8,Services,LowIncome,pfe,BAU_noES,10.256526947
AEZ9,Services,LowIncome,pfe,BAU_noES,10.808247566
AEZ10,Services,LowIncome,pfe,BAU_noES,10.99674511
AEZ11,Services,LowIncome,pfe,BAU_noES,11.65842247
AEZ12,Services,LowIncome,pfe,BAU_noES,11.33400631
AEZ13,Services,LowIncome,pfe,BAU_noES,10.510026932
AEZ14,Services,LowIncome,pfe,BAU_noES,11.116710663
AEZ15,Services,LowIncome,pfe,BAU_noES,11.205630302
AEZ16,Services,LowIncome,pfe,BAU_noES,11.208658218
AEZ17,Services,LowIncome,pfe,BAU_noES,10.584170341
AEZ18,Services,LowIncome,pfe,BAU_noES,10.115818977
UnSkLab,Services,LowIncome,pfe,BAU_noES,3.1870193481
SkLab,Services,LowIncome,pfe,BAU_noES,3.0708551407
Capital,Services,LowIncome,pfe,BAU_noES,-11.089572906
NatRes,Services,LowIncome,pfe,BAU_noES,77.337539673
AEZ1,AgrFishFor,World,pfe,BAU_noES,94.368484497
AEZ2,AgrFishFor,World,pfe,BAU_noES,114.44150543
AEZ3,AgrFishFor,World,pfe,BAU_noES,82.246520996
AEZ4,AgrFishFor,World,pfe,BAU_noES,93.639396667
AEZ5,AgrFishFor,World,pfe,BAU_noES,110.41474915
AEZ6,AgrFishFor,World,pfe,BAU_noES,84.491134644
AEZ7,AgrFishFor,World,pfe,BAU_noES,76.216094971
AEZ8,AgrFishFor,World,pfe,BAU_noES,58.25976181
AEZ9,AgrFishFor,World,pfe,BAU_noES,56.102619171
AEZ10,AgrFishFor,World,pfe,BAU_noES,52.563899994
AEZ11,AgrFishFor,World,pfe,BAU_noES,55.185768127
AEZ12,AgrFishFor,World,pfe,BAU_noES,49.794830322
AEZ13,AgrFishFor,World,pfe,BAU_noES,71.285301208
AEZ14,AgrFishFor,World,pfe,BAU_noES,53.831687927
AEZ15,AgrFishFor,World,pfe,BAU_noES,55.907215118
AEZ16,AgrFishFor,World,pfe,BAU_noES,83.21647644
AEZ17,AgrFishFor,World,pfe,BAU_noES,69.020706177
AEZ18,AgrFishFor,World,pfe,BAU_noES,67.872184753
UnSkLab,AgrFishFor,World,pfe,BAU_noES,5.0144882202
SkLab,AgrFishFor,World,pfe,BAU_noES,1.7057647705
Capital,AgrFishFor,World,pfe,BAU_noES,-16.963502884
NatRes,AgrFishFor,World,pfe,BAU_noES,218.82369995
AEZ1,MinManuf,World,pfe,BAU_noES,94.368484497
AEZ2,MinManuf,World,pfe,BAU_noES,114.44150543
AEZ3,MinManuf,World,pfe,BAU_noES,82.246520996
AEZ4,MinManuf,World,pfe,BAU_noES,93.639396667
AEZ5,MinManuf,World,pfe,BAU_noES,110.41474915
AEZ6,MinManuf,World,pfe,BAU_noES,84.491134644
AEZ7,MinManuf,World,pfe,BAU_noES,76.216094971
AEZ8,MinManuf,World,pfe,BAU_noES,58.25976181
AEZ9,MinManuf,World,pfe,BAU_noES,56.102619171
AEZ10,MinManuf,World,pfe,BAU_noES,52.563899994
AEZ11,MinManuf,World,pfe,BAU_noES,55.185768127
AEZ12,MinManuf,World,pfe,BAU_noES,49.794830322
AEZ13,MinManuf,World,pfe,BAU_noES,71.285301208
AEZ14,MinManuf,World,pfe,BAU_noES,53.831687927
AEZ15,MinManuf,World,pfe,BAU_noES,55.907215118
AEZ16,MinManuf,World,pfe,BAU_noES,83.21647644
AEZ17,MinManuf,World,pfe,BAU_noES,69.020706177
AEZ18,MinManuf,World,pfe,BAU_noES,67.872184753
UnSkLab,MinManuf,World,pfe,BAU_noES,5.0144882202
SkLab,MinManuf,World,pfe,BAU_noES,1.7057647705
Capital,MinManuf,World,pfe,BAU_noES,-16.963502884
NatRes,MinManuf,World,pfe,BAU_noES,218.82369995
AEZ1,Services,World,pfe,BAU_noES,94.368484497
AEZ2,Services,World,pfe,BAU_noES,114.44150543
AEZ3,Services,World,pfe,BAU_noES,82.246520996
AEZ4,Services,World,pfe,BAU_noES,93.639396667
AEZ5,Services,World,pfe,BAU_noES,110.41474915
AEZ6,Services,World,pfe,BAU_noES,84.491134644
AEZ7,Services,World,pfe,BAU_noES,76.216094971
AEZ8,Services,World,pfe,BAU_noES,58.25976181
AEZ9,Services,World,pfe,BAU_noES,56.102619171
AEZ10,Services,World,pfe,BAU_noES,52.563899994
AEZ11,Services,World,pfe,BAU_noES,55.185768127
AEZ12,Services,World,pfe,BAU_noES,49.794830322
AEZ13,Services,World,pfe,BAU_noES,71.285301208
AEZ14,Services,World,pfe,BAU_noES,53.831687927
AEZ15,Services,World,pfe,BAU_noES,55.907215118
AEZ16,Services,World,pfe,BAU_noES,83.21647644
AEZ17,Services,World,pfe,BAU_noES,69.020706177
AEZ18,Services,World,pfe,BAU_noES,67.872184753
UnSkLab,Services,World,pfe,BAU_noES,5.0144882202
SkLab,Services,World,pfe,BAU_noES,1.7057647705
Capital,Services,World,pfe,BAU_noES,-16.963502884
NatRes,Services,World,pfe,BAU_noES,218.82369995
AEZ1,AgrFishFor,HighIncome,qfe,BAU_noES,0.36320245266
AEZ2,AgrFishFor,HighIncome,qfe,BAU_noES,0.61652392149
AEZ3,AgrFishFor,HighIncome,qfe,BAU_noES,2.2467775345
AEZ4,AgrFishFor,HighIncome,qfe,BAU_noES,2.8366246223
AEZ5,AgrFishFor,HighIncome,qfe,BAU_noES,1.6777199507
AEZ6,AgrFishFor,HighIncome,qfe,BAU_noES,0.50844073296
AEZ7,AgrFishFor,HighIncome,qfe,BAU_noES,0.15332980454
AEZ8,AgrFishFor,HighIncome,qfe,BAU_noES,0.078673101962
AEZ9,AgrFishFor,HighIncome,qfe,BAU_noES,0.52922469378
AEZ10,AgrFishFor,HighIncome,qfe,BAU_noES,0.11183601618
AEZ11,AgrFishFor,HighIncome,qfe,BAU_noES,0.094899572432
AEZ12,AgrFishFor,HighIncome,qfe,BAU_noES,-0.019968464971
AEZ13,AgrFishFor,HighIncome,qfe,BAU_noES,7.40839261561632E-0003
AEZ14,AgrFishFor,HighIncome,qfe,BAU_noES,0.041450042278
AEZ15,AgrFishFor,HighIncome,qfe,BAU_noES,0.073967427015
AEZ16,AgrFishFor,HighIncome,qfe,BAU_noES,0.056307546794
AEZ17,AgrFishFor,HighIncome,qfe,BAU_noES,0.073967434466
AEZ18,AgrFishFor,HighIncome,qfe,BAU_noES,0.073967412114
UnSkLab,AgrFishFor,HighIncome,qfe,BAU_noES,14.763437271
SkLab,AgrFishFor,HighIncome,qfe,BAU_noES,11.576473236
Capital,AgrFishFor,HighIncome,qfe,BAU_noES,27.472171783
NatRes,AgrFishFor,HighIncome,qfe,BAU_noES,2.149368763
AEZ1,MinManuf,HighIncome,qfe,BAU_noES,3.588135004
AEZ2,MinManuf,HighIncome,qfe,BAU_noES,1.1600089073
AEZ3,MinManuf,HighIncome,qfe,BAU_noES,1.5750933886
AEZ4,MinManuf,HighIncome,qfe,BAU_noES,2.1144256592
AEZ5,MinManuf,HighIncome,qfe,BAU_noES,1.3246525526
AEZ6,MinManuf,HighIncome,qfe,BAU_noES,0.75774550438
AEZ7,MinManuf,HighIncome,qfe,BAU_noES,2.9450945854
AEZ8,MinManuf,HighIncome,qfe,BAU_noES,2.8095755577
AEZ9,MinManuf,HighIncome,qfe,BAU_noES,0.26175749302
AEZ10,MinManuf,HighIncome,qfe,BAU_noES,1.2224268913
AEZ11,MinManuf,HighIncome,qfe,BAU_noES,1.2593252659
AEZ12,MinManuf,HighIncome,qfe,BAU_noES,0.74145358801
AEZ13,MinManuf,HighIncome,qfe,BAU_noES,3.144641161
AEZ14,MinManuf,HighIncome,qfe,BAU_noES,3.1451866627
AEZ15,MinManuf,HighIncome,qfe,BAU_noES,3.3678143024
AEZ16,MinManuf,HighIncome,qfe,BAU_noES,3.1505653858
AEZ17,MinManuf,HighIncome,qfe,BAU_noES,3.3678143024
AEZ18,MinManuf,HighIncome,qfe,BAU_noES,3.367814064
UnSkLab,MinManuf,HighIncome,qfe,BAU_noES,5.4132957458
SkLab,MinManuf,HighIncome,qfe,BAU_noES,6.6717834473
Capital,MinManuf,HighIncome,qfe,BAU_noES,27.072820663
NatRes,MinManuf,HighIncome,qfe,BAU_noES,-0.66781461239
AEZ1,Services,HighIncome,qfe,BAU_noES,-3.3883397579
AEZ2,Services,HighIncome,qfe,BAU_noES,-6.2783794403
AEZ3,Services,HighIncome,qfe,BAU_noES,-5.7856965065
AEZ4,Services,HighIncome,qfe,BAU_noES,-5.1446928978
AEZ5,Services,HighIncome,qfe,BAU_noES,-6.0820689201
AEZ6,Services,HighIncome,qfe,BAU_noES,-6.7553062439
AEZ7,Services,HighIncome,qfe,BAU_noES,-4.1555762291
AEZ8,Services,HighIncome,qfe,BAU_noES,-4.3170990944
AEZ9,Services,HighIncome,qfe,BAU_noES,-7.3425145149
AEZ10,Services,HighIncome,qfe,BAU_noES,-6.2043271065
AEZ11,Services,HighIncome,qfe,BAU_noES,-6.1604700089
AEZ12,Services,HighIncome,qfe,BAU_noES,-6.7746086121
AEZ13,Services,HighIncome,qfe,BAU_noES,-3.9176328182
AEZ14,Services,HighIncome,qfe,BAU_noES,-3.916983366
AEZ15,Services,HighIncome,qfe,BAU_noES,-3.6513636112
AEZ16,Services,HighIncome,qfe,BAU_noES,-3.910567522
AEZ17,Services,HighIncome,qfe,BAU_noES,-3.6513636112
AEZ18,Services,HighIncome,qfe,BAU_noES,-3.6513636112
UnSkLab,Services,HighIncome,qfe,BAU_noES,20.041744232
SkLab,Services,HighIncome,qfe,BAU_noES,24.126382828
Capital,Services,HighIncome,qfe,BAU_noES,57.755462646
NatRes,Services,HighIncome,qfe,BAU_noES,-49.785694122
AEZ1,AgrFishFor,MidIncome,qfe,BAU_noES,-0.053661707789
AEZ2,AgrFishFor,MidIncome,qfe,BAU_noES,1.5209574699
